Year,Region,Fuel_Type,Transmission,Model,Price_USD,Type
2016,Europe,Petrol,Automatic,5 Series,83465,Actual
2017,Europe,Petrol,Automatic,5 Series,58779,Actual
2018,Europe,Petrol,Automatic,5 Series,98533,Actual
2019,Europe,Petrol,Automatic,5 Series,72187,Actual
2020,Europe,Petrol,Automatic,5 Series,72290,Actual
2021,Europe,Petrol,Automatic,5 Series,63260,Actual
2022,Europe,Petrol,Automatic,5 Series,71854,Actual
2023,Europe,Petrol,Automatic,5 Series,79042,Actual
2024,Europe,Petrol,Automatic,5 Series,73605,Actual
2025,Europe,Petrol,Automatic,5 Series,74915,Forecast
2026,Europe,Petrol,Automatic,5 Series,75616,Forecast
2027,Europe,Petrol,Automatic,5 Series,76317,Forecast
2010,Europe,Petrol,Manual,5 Series,65032,Actual
2011,Europe,Petrol,Manual,5 Series,76585,Actual
2012,Europe,Petrol,Manual,5 Series,71352,Actual
2013,Europe,Petrol,Manual,5 Series,63392,Actual
2014,Europe,Petrol,Manual,5 Series,70096,Actual
2015,Europe,Petrol,Manual,5 Series,75546,Actual
2016,Europe,Petrol,Manual,5 Series,94168,Actual
2017,Europe,Petrol,Manual,5 Series,83293,Actual
2018,Europe,Petrol,Manual,5 Series,81832,Actual
2019,Europe,Petrol,Manual,5 Series,68842,Actual
2020,Europe,Petrol,Manual,5 Series,69105,Actual
2021,Europe,Petrol,Manual,5 Series,78782,Actual
2022,Europe,Petrol,Manual,5 Series,71536,Actual
2023,Europe,Petrol,Manual,5 Series,73972,Actual
2024,Europe,Petrol,Manual,5 Series,63711,Actual
2025,Europe,Petrol,Manual,5 Series,64476,Forecast
2026,Europe,Petrol,Manual,5 Series,61862,Forecast
2027,Europe,Petrol,Manual,5 Series,59249,Forecast
2010,Europe,Diesel,Automatic,7 Series,66280,Actual
2011,Europe,Diesel,Automatic,7 Series,70180,Actual
2012,Europe,Diesel,Automatic,7 Series,80466,Actual
2013,Europe,Diesel,Automatic,7 Series,61596,Actual
2014,Europe,Diesel,Automatic,7 Series,47681,Actual
2015,Europe,Diesel,Automatic,7 Series,81568,Actual
2016,Europe,Diesel,Automatic,7 Series,76871,Actual
2017,Europe,Diesel,Automatic,7 Series,75714,Actual
2018,Europe,Diesel,Automatic,7 Series,64621,Actual
2019,Europe,Diesel,Automatic,7 Series,80598,Actual
2020,Europe,Diesel,Automatic,7 Series,75860,Actual
2021,Europe,Diesel,Automatic,7 Series,77845,Actual
2022,Europe,Diesel,Automatic,7 Series,65938,Actual
2023,Europe,Diesel,Automatic,7 Series,48444,Actual
2024,Europe,Diesel,Automatic,7 Series,77847,Actual
2025,Europe,Diesel,Automatic,7 Series,66435,Forecast
2026,Europe,Diesel,Automatic,7 Series,66218,Forecast
2027,Europe,Diesel,Automatic,7 Series,66002,Forecast
2010,Europe,Diesel,Manual,7 Series,66481,Actual
2011,Europe,Diesel,Manual,7 Series,54304,Actual
2012,Europe,Diesel,Manual,7 Series,71576,Actual
2013,Europe,Diesel,Manual,7 Series,81070,Actual
2014,Europe,Diesel,Manual,7 Series,82152,Actual
2015,Europe,Diesel,Manual,7 Series,71734,Actual
2016,Europe,Diesel,Manual,7 Series,72776,Actual
2017,Europe,Diesel,Manual,7 Series,70758,Actual
2018,Europe,Diesel,Manual,7 Series,83330,Actual
2019,Europe,Diesel,Manual,7 Series,92540,Actual
2020,Europe,Diesel,Manual,7 Series,76470,Actual
2021,Europe,Diesel,Manual,7 Series,73797,Actual
2022,Europe,Diesel,Manual,7 Series,75590,Actual
2023,Europe,Diesel,Manual,7 Series,75678,Actual
2024,Europe,Diesel,Manual,7 Series,88130,Actual
2025,Europe,Diesel,Manual,7 Series,84523,Forecast
2026,Europe,Diesel,Manual,7 Series,86662,Forecast
2027,Europe,Diesel,Manual,7 Series,88801,Forecast
2010,Europe,Electric,Automatic,7 Series,79178,Actual
2011,Europe,Electric,Automatic,7 Series,88804,Actual
2012,Europe,Electric,Automatic,7 Series,77704,Actual
2013,Europe,Electric,Automatic,7 Series,73012,Actual
2014,Europe,Electric,Automatic,7 Series,86886,Actual
2015,Europe,Electric,Automatic,7 Series,63096,Actual
2016,Europe,Electric,Automatic,7 Series,41845,Actual
2017,Europe,Electric,Automatic,7 Series,76738,Actual
2018,Europe,Electric,Automatic,7 Series,95992,Actual
2019,Europe,Electric,Automatic,7 Series,98770,Actual
2020,Europe,Electric,Automatic,7 Series,81624,Actual
2021,Europe,Electric,Automatic,7 Series,67708,Actual
2022,Europe,Electric,Automatic,7 Series,71562,Actual
2023,Europe,Electric,Automatic,7 Series,60222,Actual
2024,Europe,Electric,Automatic,7 Series,74194,Actual
2025,Europe,Electric,Automatic,7 Series,65742,Forecast
2026,Europe,Electric,Automatic,7 Series,63731,Forecast
2027,Europe,Electric,Automatic,7 Series,61719,Forecast
2010,Europe,Electric,Manual,7 Series,66030,Actual
2011,Europe,Electric,Manual,7 Series,83220,Actual
2012,Europe,Electric,Manual,7 Series,88618,Actual
2013,Europe,Electric,Manual,7 Series,84679,Actual
2014,Europe,Electric,Manual,7 Series,69152,Actual
2015,Europe,Electric,Manual,7 Series,57209,Actual
2016,Europe,Electric,Manual,7 Series,91030,Actual
2017,Europe,Electric,Manual,7 Series,90850,Actual
2018,Europe,Electric,Manual,7 Series,72600,Actual
2019,Europe,Electric,Manual,7 Series,58569,Actual
2020,Europe,Electric,Manual,7 Series,66396,Actual
2021,Europe,Electric,Manual,7 Series,71502,Actual
2022,Europe,Electric,Manual,7 Series,70438,Actual
2023,Europe,Electric,Manual,7 Series,67851,Actual
2024,Europe,Electric,Manual,7 Series,59192,Actual
2025,Europe,Electric,Manual,7 Series,60159,Forecast
2026,Europe,Electric,Manual,7 Series,57747,Forecast
2027,Europe,Electric,Manual,7 Series,55335,Forecast
2010,Europe,Hybrid,Automatic,7 Series,84823,Actual
2011,Europe,Hybrid,Automatic,7 Series,95185,Actual
2012,Europe,Hybrid,Automatic,7 Series,81283,Actual
2013,Europe,Hybrid,Automatic,7 Series,85900,Actual
2014,Europe,Hybrid,Automatic,7 Series,80525,Actual
2015,Europe,Hybrid,Automatic,7 Series,82245,Actual
2016,Europe,Hybrid,Automatic,7 Series,64932,Actual
2017,Europe,Hybrid,Automatic,7 Series,68053,Actual
2018,Europe,Hybrid,Automatic,7 Series,82431,Actual
2019,Europe,Hybrid,Automatic,7 Series,74735,Actual
2020,Europe,Hybrid,Automatic,7 Series,79346,Actual
2021,Europe,Hybrid,Automatic,7 Series,71347,Actual
2022,Europe,Hybrid,Automatic,7 Series,77185,Actual
2023,Europe,Hybrid,Automatic,7 Series,71258,Actual
2024,Europe,Hybrid,Automatic,7 Series,60588,Actual
2025,Europe,Hybrid,Automatic,7 Series,61573,Forecast
2026,Europe,Hybrid,Automatic,7 Series,57868,Forecast
2027,Europe,Hybrid,Automatic,7 Series,54162,Forecast
2010,Europe,Hybrid,Manual,7 Series,83434,Actual
2011,Europe,Hybrid,Manual,7 Series,69297,Actual
2012,Europe,Hybrid,Manual,7 Series,87696,Actual
2013,Europe,Hybrid,Manual,7 Series,58800,Actual
2014,Europe,Hybrid,Manual,7 Series,64043,Actual
2015,Europe,Hybrid,Manual,7 Series,65214,Actual
2016,Europe,Hybrid,Manual,7 Series,61812,Actual
2017,Europe,Hybrid,Manual,7 Series,70024,Actual
2018,Europe,Hybrid,Manual,7 Series,84521,Actual
2019,Europe,Hybrid,Manual,7 Series,69383,Actual
2020,Europe,Hybrid,Manual,7 Series,86060,Actual
2021,Europe,Hybrid,Manual,7 Series,88836,Actual
2022,Europe,Hybrid,Manual,7 Series,91900,Actual
2023,Europe,Hybrid,Manual,7 Series,76014,Actual
2024,Europe,Hybrid,Manual,7 Series,70670,Actual
2025,Europe,Hybrid,Manual,7 Series,72432,Forecast
2026,Europe,Hybrid,Manual,7 Series,68879,Forecast
2027,Europe,Hybrid,Manual,7 Series,65326,Forecast
2010,Europe,Petrol,Automatic,7 Series,93121,Actual
2011,Europe,Petrol,Automatic,7 Series,77974,Actual
2012,Europe,Petrol,Automatic,7 Series,80526,Actual
2013,Europe,Petrol,Automatic,7 Series,68220,Actual
2014,Europe,Petrol,Automatic,7 Series,71226,Actual
2015,Europe,Petrol,Automatic,7 Series,71140,Actual
2016,Europe,Petrol,Automatic,7 Series,61399,Actual
2017,Europe,Petrol,Automatic,7 Series,66867,Actual
2018,Europe,Petrol,Automatic,7 Series,59554,Actual
2019,Europe,Petrol,Automatic,7 Series,67453,Actual
2020,Europe,Petrol,Automatic,7 Series,71514,Actual
2021,Europe,Petrol,Automatic,7 Series,78171,Actual
2022,Europe,Petrol,Automatic,7 Series,90365,Actual
2023,Europe,Petrol,Automatic,7 Series,74143,Actual
2024,Europe,Petrol,Automatic,7 Series,66104,Actual
2025,Europe,Petrol,Automatic,7 Series,71066,Forecast
2026,Europe,Petrol,Automatic,7 Series,69066,Forecast
2027,Europe,Petrol,Automatic,7 Series,67067,Forecast
2010,Europe,Petrol,Manual,7 Series,97760,Actual
2011,Europe,Petrol,Manual,7 Series,73182,Actual
2012,Europe,Petrol,Manual,7 Series,55736,Actual
2013,Europe,Petrol,Manual,7 Series,54366,Actual
2014,Europe,Petrol,Manual,7 Series,70485,Actual
2015,Europe,Petrol,Manual,7 Series,87002,Actual
2016,Europe,Petrol,Manual,7 Series,75014,Actual
2017,Europe,Petrol,Manual,7 Series,84831,Actual
2018,Europe,Petrol,Manual,7 Series,79347,Actual
2019,Europe,Petrol,Manual,7 Series,66212,Actual
2020,Europe,Petrol,Manual,7 Series,68770,Actual
2021,Europe,Petrol,Manual,7 Series,85561,Actual
2022,Europe,Petrol,Manual,7 Series,60121,Actual
2023,Europe,Petrol,Manual,7 Series,74472,Actual
2024,Europe,Petrol,Manual,7 Series,65659,Actual
2025,Europe,Petrol,Manual,7 Series,65545,Forecast
2026,Europe,Petrol,Manual,7 Series,63752,Forecast
2027,Europe,Petrol,Manual,7 Series,61959,Forecast
2010,Europe,Diesel,Automatic,M3,73408,Actual
2011,Europe,Diesel,Automatic,M3,71890,Actual
2012,Europe,Diesel,Automatic,M3,83918,Actual
2013,Europe,Diesel,Automatic,M3,60842,Actual
2014,Europe,Diesel,Automatic,M3,49391,Actual
2015,Europe,Diesel,Automatic,M3,63589,Actual
2016,Europe,Diesel,Automatic,M3,73725,Actual
2017,Europe,Diesel,Automatic,M3,71374,Actual
2018,Europe,Diesel,Automatic,M3,69130,Actual
2019,Europe,Diesel,Automatic,M3,70382,Actual
2020,Europe,Diesel,Automatic,M3,81348,Actual
2021,Europe,Diesel,Automatic,M3,66399,Actual
2022,Europe,Diesel,Automatic,M3,76361,Actual
2023,Europe,Diesel,Automatic,M3,85748,Actual
2024,Europe,Diesel,Automatic,M3,63764,Actual
2025,Europe,Diesel,Automatic,M3,70495,Forecast
2026,Europe,Diesel,Automatic,M3,68731,Forecast
2027,Europe,Diesel,Automatic,M3,66967,Forecast
2010,Europe,Diesel,Manual,M3,79049,Actual
2011,Europe,Diesel,Manual,M3,101192,Actual
2012,Europe,Diesel,Manual,M3,87356,Actual
2013,Europe,Diesel,Manual,M3,77853,Actual
2014,Europe,Diesel,Manual,M3,72329,Actual
2015,Europe,Diesel,Manual,M3,64178,Actual
2016,Europe,Diesel,Manual,M3,77389,Actual
2017,Europe,Diesel,Manual,M3,63407,Actual
2018,Europe,Diesel,Manual,M3,72263,Actual
2019,Europe,Diesel,Manual,M3,71888,Actual
2020,Europe,Diesel,Manual,M3,54650,Actual
2021,Europe,Diesel,Manual,M3,69653,Actual
2022,Europe,Diesel,Manual,M3,87742,Actual
2023,Europe,Diesel,Manual,M3,85900,Actual
2024,Europe,Diesel,Manual,M3,73774,Actual
2025,Europe,Diesel,Manual,M3,82142,Forecast
2026,Europe,Diesel,Manual,M3,83793,Forecast
2027,Europe,Diesel,Manual,M3,85443,Forecast
2010,Europe,Electric,Automatic,M3,74484,Actual
2011,Europe,Electric,Automatic,M3,88023,Actual
2012,Europe,Electric,Automatic,M3,65304,Actual
2013,Europe,Electric,Automatic,M3,83196,Actual
2014,Europe,Electric,Automatic,M3,58333,Actual
2015,Europe,Electric,Automatic,M3,81774,Actual
2016,Europe,Electric,Automatic,M3,92565,Actual
2017,Europe,Electric,Automatic,M3,66198,Actual
2018,Europe,Electric,Automatic,M3,72891,Actual
2019,Europe,Electric,Automatic,M3,66268,Actual
2020,Europe,Electric,Automatic,M3,53609,Actual
2021,Europe,Electric,Automatic,M3,82179,Actual
2022,Europe,Electric,Automatic,M3,73638,Actual
2023,Europe,Electric,Automatic,M3,74309,Actual
2024,Europe,Electric,Automatic,M3,82961,Actual
2025,Europe,Electric,Automatic,M3,83560,Forecast
2026,Europe,Electric,Automatic,M3,86890,Forecast
2027,Europe,Electric,Automatic,M3,90220,Forecast
2010,Europe,Electric,Manual,M3,83750,Actual
2011,Europe,Electric,Manual,M3,77844,Actual
2012,Europe,Electric,Manual,M3,81185,Actual
2013,Europe,Electric,Manual,M3,61112,Actual
2014,Europe,Electric,Manual,M3,60721,Actual
2015,Europe,Electric,Manual,M3,79277,Actual
2016,Europe,Electric,Manual,M3,47802,Actual
2017,Europe,Electric,Manual,M3,88081,Actual
2018,Europe,Electric,Manual,M3,74802,Actual
2019,Europe,Electric,Manual,M3,79606,Actual
2020,Europe,Electric,Manual,M3,75710,Actual
2021,Europe,Electric,Manual,M3,65120,Actual
2022,Europe,Electric,Manual,M3,66369,Actual
2023,Europe,Electric,Manual,M3,82836,Actual
2024,Europe,Electric,Manual,M3,82814,Actual
2025,Europe,Electric,Manual,M3,83629,Forecast
2026,Europe,Electric,Manual,M3,86642,Forecast
2027,Europe,Electric,Manual,M3,89655,Forecast
2010,Europe,Hybrid,Automatic,M3,82529,Actual
2011,Europe,Hybrid,Automatic,M3,91266,Actual
2012,Europe,Hybrid,Automatic,M3,93774,Actual
2013,Europe,Hybrid,Automatic,M3,74922,Actual
2014,Europe,Hybrid,Automatic,M3,73530,Actual
2015,Europe,Hybrid,Automatic,M3,85135,Actual
2016,Europe,Hybrid,Automatic,M3,89879,Actual
2017,Europe,Hybrid,Automatic,M3,85136,Actual
2018,Europe,Hybrid,Automatic,M3,72500,Actual
2019,Europe,Hybrid,Automatic,M3,60657,Actual
2020,Europe,Hybrid,Automatic,M3,80513,Actual
2021,Europe,Hybrid,Automatic,M3,73858,Actual
2022,Europe,Hybrid,Automatic,M3,75959,Actual
2023,Europe,Hybrid,Automatic,M3,68627,Actual
2024,Europe,Hybrid,Automatic,M3,72996,Actual
2025,Europe,Hybrid,Automatic,M3,71270,Forecast
2026,Europe,Hybrid,Automatic,M3,70809,Forecast
2027,Europe,Hybrid,Automatic,M3,70347,Forecast
2010,Europe,Hybrid,Manual,M3,80231,Actual
2011,Europe,Hybrid,Manual,M3,85307,Actual
2012,Europe,Hybrid,Manual,M3,66242,Actual
2013,Europe,Hybrid,Manual,M3,55951,Actual
2014,Europe,Hybrid,Manual,M3,53596,Actual
2015,Europe,Hybrid,Manual,M3,49715,Actual
2016,Europe,Hybrid,Manual,M3,78481,Actual
2017,Europe,Hybrid,Manual,M3,50168,Actual
2018,Europe,Hybrid,Manual,M3,80092,Actual
2019,Europe,Hybrid,Manual,M3,61056,Actual
2020,Europe,Hybrid,Manual,M3,80438,Actual
2021,Europe,Hybrid,Manual,M3,72869,Actual
2022,Europe,Hybrid,Manual,M3,70009,Actual
2023,Europe,Hybrid,Manual,M3,68508,Actual
2024,Europe,Hybrid,Manual,M3,65060,Actual
2025,Europe,Hybrid,Manual,M3,65230,Forecast
2026,Europe,Hybrid,Manual,M3,63401,Forecast
2027,Europe,Hybrid,Manual,M3,61572,Forecast
2010,Europe,Petrol,Automatic,M3,87225,Actual
2011,Europe,Petrol,Automatic,M3,71940,Actual
2012,Europe,Petrol,Automatic,M3,53458,Actual
2013,Europe,Petrol,Automatic,M3,81925,Actual
2014,Europe,Petrol,Automatic,M3,57099,Actual
2015,Europe,Petrol,Automatic,M3,66275,Actual
2016,Europe,Petrol,Automatic,M3,65869,Actual
2017,Europe,Petrol,Automatic,M3,73748,Actual
2018,Europe,Petrol,Automatic,M3,40526,Actual
2019,Europe,Petrol,Automatic,M3,63686,Actual
2020,Europe,Petrol,Automatic,M3,69123,Actual
2021,Europe,Petrol,Automatic,M3,82986,Actual
2022,Europe,Petrol,Automatic,M3,77486,Actual
2023,Europe,Petrol,Automatic,M3,74643,Actual
2024,Europe,Petrol,Automatic,M3,52204,Actual
2025,Europe,Petrol,Automatic,M3,59400,Forecast
2026,Europe,Petrol,Automatic,M3,55082,Forecast
2027,Europe,Petrol,Automatic,M3,50763,Forecast
2010,Europe,Petrol,Manual,M3,97985,Actual
2011,Europe,Petrol,Manual,M3,40333,Actual
2012,Europe,Petrol,Manual,M3,67142,Actual
2013,Europe,Petrol,Manual,M3,77779,Actual
2014,Europe,Petrol,Manual,M3,85825,Actual
2015,Europe,Petrol,Manual,M3,67620,Actual
2016,Europe,Petrol,Manual,M3,62526,Actual
2017,Europe,Petrol,Manual,M3,68544,Actual
2018,Europe,Petrol,Manual,M3,95694,Actual
2019,Europe,Petrol,Manual,M3,48109,Actual
2020,Europe,Petrol,Manual,M3,92898,Actual
2021,Europe,Petrol,Manual,M3,94150,Actual
2022,Europe,Petrol,Manual,M3,72312,Actual
2023,Europe,Petrol,Manual,M3,87966,Actual
2024,Europe,Petrol,Manual,M3,86492,Actual
2025,Europe,Petrol,Manual,M3,88489,Forecast
2026,Europe,Petrol,Manual,M3,90074,Forecast
2027,Europe,Petrol,Manual,M3,91660,Forecast
2010,Europe,Diesel,Automatic,M5,89686,Actual
2011,Europe,Diesel,Automatic,M5,74879,Actual
2012,Europe,Diesel,Automatic,M5,65488,Actual
2013,Europe,Diesel,Automatic,M5,92345,Actual
2014,Europe,Diesel,Automatic,M5,74146,Actual
2015,Europe,Diesel,Automatic,M5,65831,Actual
2016,Europe,Diesel,Automatic,M5,50296,Actual
2017,Europe,Diesel,Automatic,M5,67668,Actual
2018,Europe,Diesel,Automatic,M5,88856,Actual
2019,Europe,Diesel,Automatic,M5,66193,Actual
2020,Europe,Diesel,Automatic,M5,58950,Actual
2021,Europe,Diesel,Automatic,M5,72182,Actual
2022,Europe,Diesel,Automatic,M5,92356,Actual
2023,Europe,Diesel,Automatic,M5,63456,Actual
2024,Europe,Diesel,Automatic,M5,63387,Actual
2025,Europe,Diesel,Automatic,M5,64768,Forecast
2026,Europe,Diesel,Automatic,M5,62193,Forecast
2027,Europe,Diesel,Automatic,M5,59618,Forecast
2010,Europe,Diesel,Manual,M5,54670,Actual
2011,Europe,Diesel,Manual,M5,79132,Actual
2012,Europe,Diesel,Manual,M5,74748,Actual
2013,Europe,Diesel,Manual,M5,76759,Actual
2014,Europe,Diesel,Manual,M5,80527,Actual
2015,Europe,Diesel,Manual,M5,55548,Actual
2016,Europe,Diesel,Manual,M5,88506,Actual
2017,Europe,Diesel,Manual,M5,75887,Actual
2018,Europe,Diesel,Manual,M5,80582,Actual
2019,Europe,Diesel,Manual,M5,70036,Actual
2020,Europe,Diesel,Manual,M5,75578,Actual
2021,Europe,Diesel,Manual,M5,68706,Actual
2022,Europe,Diesel,Manual,M5,85839,Actual
2023,Europe,Diesel,Manual,M5,80662,Actual
2024,Europe,Diesel,Manual,M5,69072,Actual
2025,Europe,Diesel,Manual,M5,73262,Forecast
2026,Europe,Diesel,Manual,M5,71939,Forecast
2027,Europe,Diesel,Manual,M5,70617,Forecast
2010,Europe,Electric,Automatic,M5,63936,Actual
2011,Europe,Electric,Automatic,M5,51132,Actual
2012,Europe,Electric,Automatic,M5,60715,Actual
2013,Europe,Electric,Automatic,M5,77422,Actual
2014,Europe,Electric,Automatic,M5,55819,Actual
2015,Europe,Electric,Automatic,M5,72485,Actual
2016,Europe,Electric,Automatic,M5,65368,Actual
2017,Europe,Electric,Automatic,M5,78706,Actual
2018,Europe,Electric,Automatic,M5,83457,Actual
2019,Europe,Electric,Automatic,M5,79687,Actual
2020,Europe,Electric,Automatic,M5,81584,Actual
2021,Europe,Electric,Automatic,M5,79318,Actual
2022,Europe,Electric,Automatic,M5,79315,Actual
2023,Europe,Electric,Automatic,M5,82860,Actual
2024,Europe,Electric,Automatic,M5,78018,Actual
2025,Europe,Electric,Automatic,M5,79305,Forecast
2026,Europe,Electric,Automatic,M5,78790,Forecast
2027,Europe,Electric,Automatic,M5,78274,Forecast
2010,Europe,Electric,Manual,M5,74325,Actual
2011,Europe,Electric,Manual,M5,69800,Actual
2012,Europe,Electric,Manual,M5,79086,Actual
2013,Europe,Electric,Manual,M5,68961,Actual
2014,Europe,Electric,Manual,M5,81307,Actual
2015,Europe,Electric,Manual,M5,68709,Actual
2016,Europe,Electric,Manual,M5,84495,Actual
2017,Europe,Electric,Manual,M5,52540,Actual
2018,Europe,Electric,Manual,M5,69460,Actual
2019,Europe,Electric,Manual,M5,85863,Actual
2020,Europe,Electric,Manual,M5,83968,Actual
2021,Europe,Electric,Manual,M5,67720,Actual
2022,Europe,Electric,Manual,M5,77937,Actual
2023,Europe,Electric,Manual,M5,75313,Actual
2024,Europe,Electric,Manual,M5,70375,Actual
2025,Europe,Electric,Manual,M5,71209,Forecast
2026,Europe,Electric,Manual,M5,69816,Forecast
2027,Europe,Electric,Manual,M5,68423,Forecast
2010,Europe,Hybrid,Automatic,M5,62272,Actual
2011,Europe,Hybrid,Automatic,M5,91348,Actual
2012,Europe,Hybrid,Automatic,M5,67771,Actual
2013,Europe,Hybrid,Automatic,M5,70996,Actual
2014,Europe,Hybrid,Automatic,M5,62431,Actual
2015,Europe,Hybrid,Automatic,M5,61656,Actual
2016,Europe,Hybrid,Automatic,M5,70048,Actual
2017,Europe,Hybrid,Automatic,M5,85577,Actual
2018,Europe,Hybrid,Automatic,M5,77603,Actual
2019,Europe,Hybrid,Automatic,M5,68956,Actual
2020,Europe,Hybrid,Automatic,M5,61674,Actual
2021,Europe,Hybrid,Automatic,M5,73046,Actual
2022,Europe,Hybrid,Automatic,M5,89011,Actual
2023,Europe,Hybrid,Automatic,M5,62897,Actual
2024,Europe,Hybrid,Automatic,M5,61938,Actual
2025,Europe,Hybrid,Automatic,M5,62148,Forecast
2026,Europe,Hybrid,Automatic,M5,58913,Forecast
2027,Europe,Hybrid,Automatic,M5,55679,Forecast
2010,Europe,Hybrid,Manual,M5,78878,Actual
2011,Europe,Hybrid,Manual,M5,83610,Actual
2012,Europe,Hybrid,Manual,M5,75472,Actual
2013,Europe,Hybrid,Manual,M5,56430,Actual
2014,Europe,Hybrid,Manual,M5,65000,Actual
2015,Europe,Hybrid,Manual,M5,68060,Actual
2016,Europe,Hybrid,Manual,M5,93772,Actual
2017,Europe,Hybrid,Manual,M5,95756,Actual
2018,Europe,Hybrid,Manual,M5,78183,Actual
2019,Europe,Hybrid,Manual,M5,67222,Actual
2020,Europe,Hybrid,Manual,M5,64803,Actual
2021,Europe,Hybrid,Manual,M5,66826,Actual
2022,Europe,Hybrid,Manual,M5,72588,Actual
2023,Europe,Hybrid,Manual,M5,74017,Actual
2024,Europe,Hybrid,Manual,M5,85016,Actual
2025,Europe,Hybrid,Manual,M5,83259,Forecast
2026,Europe,Hybrid,Manual,M5,86899,Forecast
2027,Europe,Hybrid,Manual,M5,90539,Forecast
2010,Europe,Petrol,Automatic,M5,89532,Actual
2011,Europe,Petrol,Automatic,M5,75388,Actual
2012,Europe,Petrol,Automatic,M5,98751,Actual
2013,Europe,Petrol,Automatic,M5,69491,Actual
2014,Europe,Petrol,Automatic,M5,53476,Actual
2015,Europe,Petrol,Automatic,M5,82264,Actual
2016,Europe,Petrol,Automatic,M5,89457,Actual
2017,Europe,Petrol,Automatic,M5,77691,Actual
2018,Europe,Petrol,Automatic,M5,67403,Actual
2019,Europe,Petrol,Automatic,M5,62700,Actual
2020,Europe,Petrol,Automatic,M5,75705,Actual
2021,Europe,Petrol,Automatic,M5,65376,Actual
2022,Europe,Petrol,Automatic,M5,80886,Actual
2023,Europe,Petrol,Automatic,M5,71240,Actual
2024,Europe,Petrol,Automatic,M5,77679,Actual
2025,Europe,Petrol,Automatic,M5,77809,Forecast
